Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
CGAP_SAGE_QUARTILE	13:colon_adenocarcinoma_3rd	19	0.07387821759079244	0.0016157831729313112	NUAK2, MROH6, EPHB3, METTL7B, LSR, LPCAT4, SRC, GPR37L1, EPHB1, EFHD2, CCDC110, FAM151A, ALDH1B1, PPP1R1B, NELFA, DEPTOR, ADAM33, RUNX2, ADAM15	141	972	16356	2.2674897119341564	0.42943616083704206	0.24464323716341962	2.1846133509559884
GNF_U133A_QUARTILE	Cerebellum Peduncles_3rd	25	0.09720818104051637	0.0016574419169817747	HLF, SCN1B, WASF3, SFXN3, EPHB3, EPHB1, SPX, DIP2C, CEP170B, C16ORF45, ARHGEF2, RABL3, REEP2, SHANK2, GPR37L1, ITPR1, LPCAT4, ELMO1, NCAM1, DUSP4, FYN, FAM234B, PPP1R13B, SRGAP2, ST7	117	1507	13681	1.9398079617057717	0.12136676900526056	0.031829364959768625	1.7393596434982062
UNIGENE_EST_QUARTILE	trachea_normal_3rd	44	0.1710863986313088	0.0017709094606261787	ZNF808, HLF, MPZL2, NUAK2, TFCP2L1, PFKFB2, VPS54, CALCOCO2, CCDC146, SFXN2, MMRN1, EPHB1, TNFRSF1A, ACSL1, ERO1B, DNAAF1, CCDC126, ADAM33, DHX35, ZNF271P, PAPSS1, IP6K3, NSUN4, MLLT3, NMNAT3, POLR3F, GPR155, OSBPL6, ESRRG, HGD, ACACB, NECTIN4, SHANK2, ITPR1, RDH12, SLITRK4, NEB, PARP14, NELFA, DEPTOR, RNF24, VLDLR, ST7, ADAM15	152	3358	18142	1.56391649164603	0.12602930397366974	0.0222012482321422	1.847894263284211
UP_TISSUE	Kidney	26	0.10109650828213701	0.0018780731761816156	SCN1B, CALCOCO2, SENP8, LSR, MDK, EPHB1, NECAB1, TSC22D1, WDR72, OSBPL1A, SHISA5, NMNAT3, POLR3F, EPM2A, ESRRG, VTI1B, ALDH3B1, IYD, NCAM1, ALDH7A1, CTH, FAM151A, CABIN1, RNF24, ADAM15, ST7	163	1571	18912	1.920202442272321	0.19592386591446243	0.19592386591446243	2.1218413798422375
CGAP_EST_QUARTILE	21358:lung_neoplasia_3rd	7	0.027218290691344585	0.0022377127336330083	LGALS3, C11ORF80, CALCOCO2, PAPSS2, IP6K3, ADAM15, ST7	143	156	16604	5.210148825533441	0.9975195358339219	0.9975195358339219	3.904615697057179
UNIGENE_EST_QUARTILE	kidney_normal_3rd	60	0.2332996344972393	0.0023796752950509268	HLF, IBA57, SENP8, CITED1, FAM124A, WDR72, DIP2C, SPX, FBXO27, MOB3B, DHX35, IP6K3, C16ORF45, GHR, RABL3, LPGAT1, METTL7B, GPR37L1, ALDH3B1, SLITRK4, ALDH1B1, KIZ, ACADSB, SCN1B, PFKFB2, MUM1L1, TFCP2L1, MYEF2, HK1, SFXN2, NECAB1, ERO1B, DNAAF1, ZNF271P, PAPSS2, MLLT3, NADK2, GPR155, POLR3F, RMDN1, EPM2A, ESRRG, HGD, ITGA3, ISOC1, RGS16, SHANK2, ITPR1, IYD, RDH12, CCDC110, FAM151A, IER5L, TRIM58, NELFA, DEPTOR, ID4, ADAM22, DNAL1, TP53INP2	152	5110	18142	1.4014316613451436	0.1656237613676963	0.025535573146027057	2.4759508122898732
CGAP_SAGE_QUARTILE	145:brain_astrocytoma grade II_3rd	21	0.08165487207403374	0.003157165363518427	NADK2, KIZ, ACADSB, OSBPL6, CALCOCO2, MMRN1, SLA, TSC22D1, NCAM1, ALDH7A1, MYO10, NR1D1, SPX, ERO1B, PPP1R1B, CCDC126, CABIN1, ID4, MSN, PAPSS1, DNAL1	141	1203	16356	2.0249376558603487	0.6662187446055081	0.30632829284643714	4.227331850603699
UNIGENE_EST_QUARTILE	colon_normal_3rd	55	0.21385799828913601	0.003375882315005279	TRMT2B, CCDC146, VLDLR-AS1, LSR, TRIM47, PIP5KL1, SH2D6, PPP1R1B, TPO, MOB3B, C11ORF80, CEP170B, NMNAT3, L3MBTL4, LPGAT1, MROH6, METTL7B, LPCAT4, GPR37L1, ALDH3B1, ALDH1B1, NOL4L, RNF24, DENND3, ACADSB, SDCCAG8, TFCP2L1, PFKFB2, IGF2BP2, EPB41L4B, EPHB3, SRC, STARD13, TSC22D1, NR1D1, POU2F3, CCDC126, GATAD2A, RUNX1, PAPSS2, RUNX2, MLLT3, LGALS3, S100A11, HGD, MXRA8, RGS16, SHANK2, SAMD1, IYD, MYO10, FAM151A, ABCC3, CABIN1, ST7	152	4637	18142	1.4156867530050055	0.22663263939121292	0.03161460721422471	3.4958842747136565
CGAP_EST_QUARTILE	21643:brain_neoplasia_3rd	7	0.027218290691344585	0.003738368410073023	ARHGEF2, DIP2C, OSBPL1A, SHISA5, CABIN1, HK1, EPHB1	143	173	16604	4.6981688831399815	0.9999559467059809	0.9933627344471451	6.442039393983567
GNF_U133A_QUARTILE	Ovary_3rd	25	0.09720818104051637	0.003781634912753444	LGALS3, PFKFB2, SFXN3, IGF2BP2, ITGA3, MXRA8, ACACB, PRELID3A, MDK, ALDH3B1, GPR37L1, STARD13, TSC22D1, NCAM1, GLT8D2, ALDH7A1, ACSL1, DIP2C, FYN, OSBPL1A, DEPTOR, RNF24, PAPSS1, ZNF271P, PAPSS2	117	1604	13681	1.822500372999126	0.25586042655241514	0.05739252337292289	3.9284752438228265
GNF_U133A_QUARTILE	Appendix_3rd	46	0.1788630531145501	0.0038044271395669717	HLF, SCN1B, WASF3, SFXN3, HK1, STARD13, SLA, TSC22D1, EFHD2, ARHGAP6, DIP2C, DIRAS3, OSBPL1A, DNAAF1, C11ORF80, CEP170B, PAPSS1, C16ORF45, RABL3, LPGAT1, ICAM5, EFEMP1, EPM2A, ESRRG, VTI1B, ISOC1, REEP2, SHANK2, GPR37L1, ITPR1, LPCAT4, ELMO1, NCAM1, MYO10, ALDH7A1, FYN, ADK, CABIN1, NELFA, RNF24, FAM234B, ID4, VLDLR, DEGS1, ADAM15, SRGAP2	117	3702	13681	1.4529591304307674	0.25718720598643974	0.04834420642065074	3.951722669214941
CGAP_EST_QUARTILE	19392:prostate_neoplasia_3rd	6	0.02332996344972393	0.00440219745646247	ACSL1, PARP14, ISOC1, SRC, TP53INP2, CITED2	143	125	16604	5.57337062937063	0.9999926079845621	0.9805200596922589	7.544200790375843
CGAP_SAGE_QUARTILE	25:ovary_serous adenocarcinoma_3rd	26	0.10109650828213701	0.004539476266497436	SRCIN1, VPS54, SFXN3, EPHB3, LSR, MDK, SRC, TNFRSF1A, PPP1R1B, OSBPL1A, SHISA5, ADAM33, NADK2, ARHGEF2, SHMT2, S100A11, ITGA3, NECTIN4, LPCAT4, SLITRK4, FAM151A, ALDH1B1, PARP14, RAB34, ADAM15, ST7	141	1690	16356	1.7846153846153845	0.7937743680709675	0.3261151997863546	6.025542340564726
CGAP_EST_QUARTILE	23838:brain_neoplasia_3rd	6	0.02332996344972393	0.004707871832485024	TNFRSF1A, DIP2C, TRMT2B, NELFA, SRC, ITPR1	143	127	16604	5.4856010131600685	0.9999967519375735	0.9575472242204123	8.047583854860962
CGAP_SAGE_QUARTILE	1993:retina_central retina_3rd	23	0.08943152655727506	0.004740977058954614	NMNAT3, HLF, RABL3, SCN1B, VPS54, PFKFB2, ESRRG, RGS16, CITED2, RDH12, NCAM1, PPP1R9B, ARHGAP6, MYO10, NR1D1, ERO1B, DNAAF1, TRIM58, TPO, ID4, ZNF271P, CEP170B, TP53INP2	141	1424	16356	1.8735955056179776	0.807763932693258	0.28093694649521384	6.285040436030565
KEGG_PATHWAY	hsa00071:Fatty acid degradation	4	0.01555330896648262	0.00492574704554229	ALDH7A1, ACADSB, ACSL1, ALDH1B1	58	42	6879	11.295566502463055	0.5394128581711446	0.3213342930213319	5.770034438038351
CGAP_EST_QUARTILE	17565:thyroid_neoplasia_3rd	6	0.02332996344972393	0.005028353835362065	IBA57, NELFA, HK1, ITGA3, MDK, CITED2	143	129	16604	5.400552935436656	0.999998628905494	0.9327931596368757	8.572573873392276
CGAP_EST_QUARTILE	23827:brain_neoplasia_3rd	7	0.027218290691344585	0.0057339097775863474	SCN1B, ERO1B, OSBPL1A, GATAD2A, SFXN3, ID4, TP53INP2	143	189	16604	4.3004403004403	0.9999997948660515	0.9232038249407634	9.718411622071855
CGAP_EST_QUARTILE	16376:cerebrum_normal_3rd	3	0.011664981724861965	0.006178404707123547	HK1, DNAL1, TP53INP2	143	14	16604	24.881118881118883	0.999999938059559	0.9066139423361113	10.433307697098238
CGAP_SAGE_QUARTILE	11:colon_normal epithelium_3rd	22	0.0855431993156544	0.0066537615542942435	IBA57, LGALS3, NUAK2, TFCP2L1, ITGA3, METTL7B, SHANK2, LSR, LPCAT4, GPR37L1, SRC, TSC22D1, EFHD2, CCDC110, FAM151A, OSBPL1A, TRIM58, ABCC3, ADAM33, ST7, VLDLR, ADAM15	141	1376	16356	1.8546511627906976	0.9013888350926124	0.3202941388822027	8.71551464082202
CGAP_SAGE_QUARTILE	166:skin_melanoma_3rd	15	0.05832490862430983	0.00702490255540034	NMNAT3, NADK2, NUAK2, VPS54, TRMT2B, GPR37L1, PPP1R9B, SLITRK4, FAM151A, OSBPL1A, TRIM58, ADAM33, IP6K3, ST7, DEGS1	141	780	16356	2.230769230769231	0.9133816501371094	0.29493365239893143	9.180282882243695
CGAP_EST_QUARTILE	21151:thyroid_neoplasia_3rd	5	0.019441636208103272	0.00771640080123853	FYN, ABCC3, TPO, PAPSS2, SLA	143	91	16604	6.379774072081765	0.9999999990211687	0.9252108694083215	12.86591341688772
KEGG_PATHWAY	hsa01130:Biosynthesis of antibiotics	7	0.027218290691344585	0.007817250158281368	SHMT2, ALDH7A1, CTH, ALDH1B1, HK1, PAPSS1, PAPSS2	58	212	6879	3.916151594014314	0.7083294917607708	0.3368208871087185	9.013293732941118
UNIGENE_EST_QUARTILE	breast (mammary gland) cancer_disease_3rd	48	0.18663970759779144	0.00821182398435959	ZNF808, ACADSB, SCN1B, SRCIN1, SFXN3, EPB41L4B, LSR, MDK, STARD13, NR1D1, ERO1B, PPP1R1B, FBXO27, OSBPL1A, CCDC126, GATAD2A, TPO, C11ORF80, DHX35, MSN, CEP170B, RUNX1, PAPSS2, GHR, NSUN4, MLLT3, POLR3F, RABL3, LGALS3, MROH6, EPM2A, S100A11, ACACB, NECTIN4, WBP1L, SHANK2, IYD, DUSP4, SLITRK4, NEB, FAM151A, ALDH1B1, TRIM58, CABIN1, ABCC3, DEPTOR, FAM234B, RNF24	152	4069	18142	1.4079755791543247	0.46563450805567064	0.06726167281380735	8.311189088231385
CGAP_EST_QUARTILE	40128:cerebrum_uncharacterized histology_3rd	7	0.027218290691344585	0.008225594510039298	NCAM1, HLF, SHMT2, SRCIN1, PFKFB2, EPHB1, ITPR1	143	204	16604	3.98423145481969	0.999999999752408	0.914367744732804	13.657455965450193
GNF_U133A_QUARTILE	Parietal Lobe_3rd	40	0.15553308966482618	0.008325583543430824	KIZ, IMPA2, ACADSB, PFKFB2, VPS54, EPB41L4B, EPHB3, LSR, MDK, SRC, CITED1, CITED2, TSC22D1, TNFRSF1A, DIP2C, SPX, DIRAS3, ERO1B, CEP170B, ZNF271P, PAPSS2, LPGAT1, EFEMP1, S100A11, HGD, ITGA3, ISOC1, ACACB, REEP2, RGS16, NEK11, ALDH3B1, DUSP4, ALDH7A1, ABCC3, RNF24, ID4, MVP, ST7, VLDLR	117	3214	13681	1.4552784559007335	0.4790566171959254	0.08895148682871168	8.463743563367288
KEGG_PATHWAY	hsa00450:Selenocompound metabolism	3	0.011664981724861965	0.008470834954385964	CTH, PAPSS1, PAPSS2	58	17	6879	20.930020283975658	0.7369959563538557	0.28387207942657566	9.73205768286849
CGAP_EST_QUARTILE	21672:brain_neoplasia_3rd	8	0.03110661793296524	0.008951432958624347	NR1D1, FYN, GATAD2A, NOL4L, C11ORF80, DNAL1, GPR37L1, SRC	143	272	16604	3.4150555327025915	0.9999999999651467	0.9100037581186546	14.774049432139936
CGAP_EST_QUARTILE	21009:colon_neoplasia_3rd	5	0.019441636208103272	0.009283195385223732	PPP1R9B, NR1D1, FAM151A, PPP1R1B, ST7	143	96	16604	6.047494172494173	0.9999999999857819	0.8967489283748552	15.279865331470688
CGAP_EST_QUARTILE	19690:prostate_normal_3rd	6	0.02332996344972393	0.009379584368900263	TSC22D1, NR1D1, OSBPL1A, TFCP2L1, GATAD2A, FAM234B	143	150	16604	4.644475524475525	0.9999999999890433	0.8779212707358582	15.426291158802275
CGAP_SAGE_QUARTILE	35:ovary_serous adenocarcinoma_3rd	31	0.1205381444902403	0.010933273321076922	KIZ, NUAK2, SFXN3, CCDC146, EPHB3, LSR, STARD13, SLA, TNFRSF1A, OSBPL1A, SHISA5, ADAM33, MSN, ZNF271P, RUNX1, ARHGEF2, MROH6, EFEMP1, ACKR2, HGD, ITGA3, NECTIN4, ALDH3B1, SAMD1, CTH, PARP14, RAB34, IER5L, DENND3, DNAL1, DEGS1	141	2297	16356	1.5655202437962563	0.9779565073229262	0.3792595440028754	13.943238864386842
UNIGENE_EST_QUARTILE	neonate (< 4 weeks old)_development_3rd	33	0.1283147989734816	0.01212003419000499	BID, SDCCAG8, NUAK2, SFXN3, CALCOCO2, HK1, SFXN2, MMRN1, MDK, STARD13, SLA, TSC22D1, TNFRSF1A, ERO1B, PAPSS1, RUNX2, TMEM79, NSUN4, POLR3F, RABL3, LGALS3, EFEMP1, ISOC1, NECTIN4, WBP1L, ALDH7A1, FAM151A, ALDH1B1, RAB34, RNF24, ADAM15, ST7, DEGS1	152	2576	18142	1.5290076413860738	0.6041619571055248	0.08851032590019403	12.042670872111493
CGAP_EST_QUARTILE	16033:uteru_uncharacterized histology_3rd	6	0.02332996344972393	0.012164345744000849	TSC22D1, SHMT2, PARP14, SHISA5, PAPSS2, ITPR1	143	160	16604	4.354195804195805	0.9999999999999941	0.9196385748684831	19.554979335154076
CGAP_EST_QUARTILE	21050:colon_normal_3rd	4	0.01555330896648262	0.01219900298444374	TSC22D1, TNFRSF1A, CCDC146, RGS16	143	56	16604	8.293706293706293	0.9999999999999947	0.9044250935992426	19.605142883824055
GNF_U133A_QUARTILE	Thymus_3rd	34	0.13220312621510227	0.01220285982789442	HLF, KIZ, SCN1B, WASF3, PFKFB2, SFXN3, KIAA1614, EPHB3, CITED1, DIRAS3, SPX, DIP2C, OSBPL1A, CEP170B, RUNX1, RUNX2, C16ORF45, EPM2A, VTI1B, ITGA3, REEP2, RGS16, SHANK2, ALDH3B1, LPCAT4, ELMO1, NCAM1, MYO10, ALDH7A1, DEPTOR, FAM234B, PPP1R13B, ID4, SRGAP2	117	2663	13681	1.4929309852329005	0.6162170920815555	0.11282212279433634	12.179348696041314
UNIGENE_EST_QUARTILE	bladder_normal_3rd	39	0.15164476242320554	0.01234954104308144	ZNF808, HLF, SDCCAG8, ACADSB, MPZL2, NUAK2, VPS54, HK1, EPB41L4B, EPHB3, LSR, SRC, TNFRSF1A, PPP1R1B, OSBPL1A, SHISA5, TPO, MOB3B, RUNX1, ZNF271P, RUNX2, TMEM79, C16ORF45, GHR, SHMT2, RABL3, LGALS3, RMDN1, OSBPL6, S100A11, ITGA3, ISOC1, NECTIN4, DUSP4, CCDC110, CTH, ABCC3, NELFA, DEGS1	152	3200	18142	1.4546422697368422	0.6110905363596123	0.08227301697141864	12.257465278396108
CGAP_EST_QUARTILE	23590:thyroid_normal_3rd	5	0.019441636208103272	0.012598030434588015	SFXN3, MSN, SHANK2, SAMD1, ITPR1	143	105	16604	5.52913752913753	0.9999999999999982	0.8960095319277354	20.18058020122503
CGAP_SAGE_QUARTILE	1943:mammary gland_null_3rd	15	0.05832490862430983	0.013305708209696288	ARHGEF2, RMDN1, VPS54, EFEMP1, HGD, RGS16, CITED2, TSC22D1, EFHD2, PARP14, GATAD2A, ADAM33, MSN, TP53INP2, ADAM15	141	843	16356	2.0640569395017794	0.990419952549439	0.40336666051775083	16.720389224402645
KEGG_PATHWAY	hsa00340:Histidine metabolism	3	0.011664981724861965	0.014012099343765285	ALDH7A1, ALDH1B1, ALDH3B1	58	22	6879	16.17319749216301	0.8908964347932876	0.3579515697865021	15.620014834849528
GNF_U133A_QUARTILE	Occipital Lobe_3rd	31	0.1205381444902403	0.014638363381438134	HLF, KIZ, IBA57, SCN1B, WASF3, SFXN3, PRELID3A, TSC22D1, DIP2C, SPX, OSBPL1A, CEP170B, ZNF271P, PAPSS1, C16ORF45, MLLT3, ARHGEF2, RABL3, ICAM5, EPM2A, ESRRG, SHANK2, NEK11, ALDH3B1, ITPR1, LPCAT4, ELMO1, NCAM1, FYN, FAM234B, VLDLR	117	2390	13681	1.5166863355147875	0.6834366154854612	0.11997374107616321	14.442904364862274
CGAP_SAGE_QUARTILE	157:mammary gland_breast  carcinoma epithelium_3rd	20	0.07776654483241309	0.016164711901977723	NADK2, NUAK2, RMDN1, TFCP2L1, NECTIN4, MDK, LSR, GPR37L1, DUSP4, FAM151A, ERO1B, DNAAF1, OSBPL1A, IER5L, CCDC126, NELFA, PAPSS1, TP53INP2, DEGS1, ADAM15	141	1310	16356	1.7709923664122138	0.9964999736139926	0.43192309719626454	19.956700653438265
CGAP_EST_QUARTILE	21603:brain_neoplasia_3rd	5	0.019441636208103272	0.017074251196371702	SCN1B, NR1D1, SRCIN1, CABIN1, SFXN3	143	115	16604	5.04834296138644	1.0	0.9440043647220515	26.374942256665847
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	5	0.019441636208103272	0.017093618751282964	BID, S1PR2, TNFRSF1A, FYN, DEGS1	58	120	6879	4.941810344827587	0.9332566079943484	0.3631046974538419	18.739860445920208
CGAP_SAGE_QUARTILE	128:pancreas_carcinoma_3rd	24	0.09331985379889572	0.017107382387024746	NADK2, ARHGEF2, SHMT2, LGALS3, MROH6, PFKFB2, S100A11, SFXN3, ITGA3, METTL7B, MDK, LPCAT4, ALDH3B1, SAMD1, STARD13, DUSP4, CCDC110, TRIM58, SHISA5, NELFA, C11ORF80, ADAM33, ST7, ADAM15	141	1693	16356	1.64441819255759	0.9974903833790584	0.41976934342232763	20.997958758056978
GNF_U133A_QUARTILE	Trigeminal Ganglion_3rd	21	0.08165487207403374	0.01720535431468552	MPZL2, LGALS3, TFCP2L1, EFEMP1, S100A11, ITGA3, EPB41L4B, MXRA8, EPHB3, SHANK2, MDK, LSR, ALDH3B1, NEK11, DUSP4, DNAAF1, DEPTOR, RNF24, ID4, PAPSS2, RUNX2	117	1433	13681	1.7135827652226814	0.7417163132029537	0.12660701840454736	16.771364061429395
CGAP_EST_QUARTILE	23645:thyroid_neoplasia_3rd	4	0.01555330896648262	0.017453880078981077	TSC22D1, SFXN3, TPO, SLA	143	64	16604	7.256993006993007	1.0	0.9375742286235293	26.878866413067648
CGAP_SAGE_QUARTILE	406:brain_ependymoma_3rd	25	0.09720818104051637	0.017674696585567643	PFKFB2, MYEF2, SLA, TSC22D1, TRIM47, SPX, NR1D1, PPP1R1B, ERO1B, DNAAF1, DHX35, GHR, NADK2, ISOC1, METTL7B, SHANK2, ITPR1, ALDH7A1, MYO10, FYN, PARP14, CABIN1, ID4, DNAL1, SRGAP2	141	1794	16356	1.6164994425863992	0.9979460026743314	0.4028959876903584	21.6185389230819
CGAP_SAGE_QUARTILE	1443:stomach_Adenocarcinoma_3rd	17	0.06610156310755114	0.01768149685318718	ARHGEF2, LGALS3, MROH6, S100A11, ITGA3, LSR, LPCAT4, NECAB1, EFHD2, DUSP4, TRIM47, CCDC110, ALDH7A1, FAM151A, NOL4L, ABCC3, TP53INP2	141	1050	16356	1.878095238095238	0.9979509307799557	0.37884975076349536	21.625950199046418
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	4	0.01555330896648262	0.01777246221460966	ALDH7A1, ALDH1B1, HK1, ALDH3B1	58	67	6879	7.080802882141018	0.9401174036905965	0.3311501096098295	19.41277001391699
CGAP_SAGE_QUARTILE	127:pancreas_primary adenocarcinoma_3rd	30	0.11664981724861966	0.01787635411688523	NUAK2, VPS54, TRMT2B, SFXN3, LSR, MDK, NECAB1, EFHD2, TNFRSF1A, ERO1B, SHISA5, ADAM33, MOB3B, C11ORF80, PAPSS2, ARHGEF2, LGALS3, HGD, ITGA3, ACACB, SAMD1, GPR37L1, LPCAT4, CCDC110, FAM151A, PARP14, CATSPER1, CABIN1, FAM234B, SRGAP2	141	2285	16356	1.5229759299781183	0.9980872417879278	0.3605113180012224	21.838039781857955
