Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GNF_U133A_QUARTILE	Pancreatic Islets_3rd	34	13.178294573643413	3.737465298574608E-5	ELF3, ERBB3, TNFRSF12A, ITGB4, SOX4, EPHB3, SDC4, SERPINH1, CTTN, SYBU, SERPINA1, GALE, ASPH, COL8A2, MT1G, MT1F, PLD2, F11R, BMP1, LAD1, S100A11, ACACB, EPHA2, TMPRSS4, CARD10, INHBB, EVPL, CST6, TACSTD2, MLEC, NUCB2, EPS8L1, SERP1, DUSP6	200	1083	13681	2.1475253924284394	0.002911032117176471	4.8576154829849116E-4	0.03952710305719087
GNF_U133A_QUARTILE	Thymus_3rd	63	24.418604651162788	5.111713744613288E-5	WASF3, RUSC1, ACOT7, GRIN2C, ASPH, BHLHE41, CEP170B, ALDH6A1, F11R, LAD1, ALDH3B1, CARD10, ELMO1, RDH5, NCAM1, INHBB, NPTXR, DOK4, SEMA4C, RYR1, RIN1, STBD1, SEPT8, EPS8L1, PALM, SCN1B, MRPS14, ERBB3, TNFRSF12A, ABTB2, PFKFB2, SFXN3, SOX4, EPHB3, CDH6, MRS2, BCL2, SYBU, AHNAK2, AGRN, UGT8, RUNX1, RUNX2, COL8A2, ETV4, MT1F, INF2, DTX4, BMP1, MRC2, LMNA, MYLPF, ITGA3, CAMK2N1, C5ORF30, PLK3, EIF4E, BBC3, ALDH2, PON2, PGK1, PC, MYH10	200	2663	13681	1.6182932782576043	0.003979300148209353	5.694433241132391E-4	0.05405747573518083
UNIGENE_EST_QUARTILE	ovarian tumor_disease_3rd	77	29.844961240310074	6.580138137578869E-5	NRP2, ELF3, RUSC1, CBX2, AKT1, CD47, CTTN, HEY2, WDR31, SERPINA1, BHLHE41, WWOX, ALS2CL, TOMM34, VASN, EVA1A, RARG, ZSWIM4, NUMBL, NCAM1, IGSF8, FAM114A2, EVPL, ZDHHC16, CST6, TACSTD2, NAB2, DOK7, RIN1, FLII, ZNF480, EFNA4, GPAM, IGSF9, EPS8L1, EPN2, SCN1B, SSH3, ERBB2, MRPS10, SFXN3, OXTR, CACNB4, WTIP, ABCA4, CDH6, CORO2A, LY6E, BCL2, GATAD2A, PAFAH1B3, AGRN, RUNX2, ETV4, MT1G, MT1F, DTX4, C17ORF107, EPPK1, SEC11C, RTN4R, S100A11, MXRA8, ACACB, SAMD1, EPHA2, DUSP5, COG5, ADCY9, PRICKLE1, BBC3, PSORS1C1, FBLN7, PON2, PGK1, GRB7, ARAP1	225	4102	18142	1.5135532802426999	0.004988584997477008	0.002497411029664054	0.06922114293387294
CGAP_EST_QUARTILE	40263:head and neck_normal_3rd	9	3.488372093023256	1.0644248010145146E-4	PLD2, IMMT, CFL2, TGM1, DOK7, STBD1, PPP1CC, SERP1, DUSP6	211	115	16604	6.158499896970946	0.31454883346529183	0.31454883346529183	0.19506848405103083
GNF_U133A_QUARTILE	Pancreas_3rd	70	27.131782945736433	1.1802444039576003E-4	NRP2, ELF3, RUSC1, LGMN, VPS37C, SDC4, CANX, GRIN2C, STRA6, LDAH, TOMM34, F11R, FECH, LAD1, LIFR, VASP, EML1, CST6, TACSTD2, MLEC, NAB2, SEMA4C, FLII, EFNA4, STBD1, EMP2, EPS8L1, SEPT8, WDR46, ACVR1, EPN2, ADAM15, TNFRSF12A, ERBB3, SSH3, ABTB2, ERBB2, ITGB4, SFXN3, DAZAP2, EPHB3, SERPINH1, SCRIB, MRS2, ECE1, LY6E, BCL2, GATAD2A, AHNAK2, GALE, EHD2, COL8A2, DTX4, BMP1, MYO1C, S100A11, ANXA1, LMNA, ITGA3, MXRA8, SOD3, EPHA2, DUSP5, CD55, PLK3, ADCY9, SPCS3, PGK1, GRB7, DUSP6	200	3153	13681	1.5186647637170947	0.009164200052660054	0.0011501442833007358	0.12477340994722086
CGAP_SAGE_QUARTILE	180:vascular_normal endothelium_3rd	36	13.953488372093023	1.3217965350861553E-4	SCN1B, GGCT, TNFRSF12A, SCRIB, CDH6, CORO2A, RSPO4, ECE1, GRIN2C, BCL2, PLEKHG5, INF2, PLD2, F11R, ALDH6A1, MYO1C, MRC2, LIFR, CCNC, PPP1CC, ARRDC2, CAMK2N1, TATDN3, VASP, SOD3, NUBPL, PLEKHA4, ADCY9, CSNK1E, TACSTD2, IER5L, SDHD, DCUN1D3, PC, DUSP6, ACVR1	211	1420	16356	1.9652092650690878	0.04483327380222368	0.011401843464422856	0.18039698621842293
UNIGENE_EST_QUARTILE	oral tumor_disease_3rd	58	22.48062015503876	1.6802585268198186E-4	NRP2, ELF3, NOD1, ACOT11, STRA6, CEP170B, LDAH, ALS2CL, PLD2, F11R, RARG, LAD1, LIFR, ARNTL, SCEL, SACM1L, CARD10, EVPL, NAB2, TMEM184A, LCLAT1, EMP2, IGSF9, GPAM, EPS8L1, SERP1, ADAM15, SSH3, ABTB2, SEC62, CDH6, PLEKHG4, CORO2A, ACSL1, ECE1, PLEKHG5, TGM1, SYBU, AHNAK2, ETNK2, RUNX1, BMP1, MYO1C, ADAL, IMMT, RMDN1, MRC2, SPHK1, MID1, TMPRSS4, DVL1, COG5, ARMC8, IRF5, LIPH, GRB7, GGA3, DUSP6	225	2898	18142	1.6137351430105051	0.012689834115864107	0.00424796435465602	0.17667231355061874
CGAP_SAGE_QUARTILE	35:ovary_serous adenocarcinoma_3rd	50	19.379844961240313	1.884927239769363E-4	ELF3, RUSC1, CD47, NOD1, GRIN2C, BHLHE41, WWOX, VASN, F11R, RIC8B, ARRDC2, ZSWIM4, TATDN3, VASP, ALDH3B1, EML1, CST6, SEMA4C, EFNA4, ACVR1, GGCT, CTF1, SFXN3, RTKN, CACNB4, EPHB3, CDH3, COMMD8, CORO2A, ECE1, LY6E, BCL2, PLEKHG5, AHNAK2, AGRN, RUNX1, COL8A2, MT1F, DTX4, MDFI, MYO1C, ITGA3, SAMD1, DVL1, NUBPL, PLEKHA4, ARMC8, IER5L, PLEKHN1, PC	211	2297	16356	1.6873440939861803	0.06331959705503676	0.012997422470002462	0.2571606379799585
UNIGENE_EST_QUARTILE	abdominal cavity_normal_3rd	63	24.418604651162788	2.2574846485969884E-4	ELF3, RUSC1, LGMN, LDHD, VPS37C, CBX2, AKT1, ACOT7, PIP5KL1, WDR31, ASPH, CEP170B, ALS2CL, TOMM34, F11R, LAD1, CCNC, ARRDC2, SCEL, NUMBL, ASB8, EML1, KLHL17, ALDH1B1, TACSTD2, DOK7, RIN1, EFNA4, DCUN1D3, EMP2, ADAM15, NETO2, GGCT, TNFRSF12A, ABTB2, ERBB2, CTF1, MRPS10, CORO2A, ACSL1, ATIC, POU2F3, PLEKHG5, PAFAH1B3, AGRN, UGT8, ETV4, INF2, BMP1, IMMT, S100A11, ANXA1, MYLPF, EPHA2, TMPRSS4, EIF4E, BBC3, SPCS3, LIPH, PON2, PGK1, GRB7, DUSP6	225	3271	18142	1.5529685111586673	0.01701244603406038	0.0042805174051406825	0.23730006178769303
GNF_U133A_QUARTILE	Heart_3rd	81	31.3953488372093	2.48483222037365E-4	ELF3, LGMN, SDC4, CANX, AKT1, ACOT7, NOD1, ACOT11, SERPINA1, STRA6, RARA, ASPH, CEP170B, LDAH, TOMM34, PLD2, LAD1, CCNC, ALDH3B1, CARD10, RDH5, INHBB, NCAM1, CST6, ALDH1B1, TACSTD2, NAB2, SEMA4C, RYR1, FLII, EFNA4, EMP2, SEPT8, EPS8L1, WDR46, ADAM15, SERP1, NETO2, GGCT, TNFRSF12A, ERBB3, SSH3, ABTB2, ERBB2, PFKFB2, ITGB4, DAZAP2, CDH3, EPHB3, SERPINH1, SCRIB, MRS2, ECE1, LY6E, ATIC, PAFAH1B3, GALE, AGRN, RUNX1, ETV4, INF2, TMC6, BMP1, MYO1C, MRC2, SPHK1, LMNA, S100A11, ITGA3, TMPRSS5, EPHA2, DVL1, DUSP5, COG5, EIF4E, PLK3, IRF5, CSNK1E, PON2, GRB7, DUSP6	200	3906	13681	1.418536866359447	0.019197436117044386	0.002151471119986148	0.26252815286904596
CGAP_EST_QUARTILE	962:uncharacterized tissue_normal_3rd	11	4.263565891472868	2.656877667923161E-4	ASB8, ACSL1, ARMC8, RMDN1, SDHD, UPP2, CCNC, SERPINA1, RWDD4, STBD1, SACM1L	211	203	16604	4.264095440431443	0.6104587231735823	0.3758675806958769	0.4862327547874412
UNIGENE_EST_QUARTILE	tongue_normal_3rd	70	27.131782945736433	3.372035499833088E-4	NRP2, ELF3, ACOT11, STRA6, CEP170B, LDAH, ALS2CL, PLD2, F11R, RARG, LAD1, ARNTL, ZSWIM4, SCEL, SACM1L, EVPL, ZDHHC16, KLHL17, CFL2, NAB2, DOK7, RYR1, TMEM184A, LCLAT1, ZNF480, STBD1, EPS8L1, SERP1, ADAM15, EPN2, SSH3, ABTB2, EPHB3, ACAT1, CDH6, ALDH1A1, CORO2A, ACSL1, ECE1, COL6A6, PLEKHG5, TGM1, AHNAK2, ETNK2, RUNX1, RUNX2, SCO1, EPPK1, MYO1C, ADAL, IMMT, RMDN1, MRC2, SPHK1, MYLPF, MID1, MMAA, TMPRSS4, COG5, ARMC8, ADCY9, DIO2, CSNK1E, PSORS1C1, SPCS3, LIPH, GRB7, GGA3, MYH10, DUSP6	225	3808	18142	1.4821895424836602	0.025306085976841364	0.005113240970940791	0.35427031714210244
GNF_U133A_QUARTILE	Appendix_3rd	77	29.844961240310074	3.716848388443184E-4	WASF3, PHKB, RUSC1, LGMN, ACOT7, GRIN2C, HEY2, AP5M1, ASPH, BHLHE41, CEP170B, LDAH, WWOX, TOMM34, ALDH6A1, FECH, ACADM, ARNTL, ELMO1, SACM1L, NCAM1, NPTXR, EML1, FBXL5, SEMA4C, RYR1, RIN1, SEPT8, EPS8L1, ACVR1, EPN2, SERP1, ADAM15, NETO2, PALM, GCLC, SCN1B, MRPS14, GGCT, ERBB3, SSH3, MRPS10, ADH5, SFXN3, SNX4, COMMD8, SEC62, SCRIB, MRS2, HRH1, LY6E, SYBU, PAFAH1B3, AGRN, UGT8, COL8A2, MT1F, BMP1, MID1, ITPR1, CAMK2N1, C5ORF30, DVL1, COG5, EIF4E, ARMC8, ADCY9, DIO2, CSNK1E, ALDH2, PON2, PGK1, IDI1, GGA3, PC, MYH10, DUSP6	200	3702	13681	1.4227944354403026	0.028580433407529138	0.002895480646625259	0.39246189764692296
GNF_U133A_QUARTILE	Parietal Lobe_3rd	69	26.744186046511626	3.842807116395362E-4	NRP2, ELF3, LGMN, VPS37C, SDC4, CANX, CTTN, SERPINA1, ASPH, RARB, BHLHE41, CEP170B, WWOX, TOMM34, ALDH6A1, F11R, RARG, LAD1, CCNC, RIC8B, ALDH3B1, CARD10, INHBB, ASB8, EVPL, CST6, TACSTD2, MLEC, NUCB2, STBD1, EMP2, EPS8L1, ACVR1, SERP1, TNFRSF12A, ERBB3, SSH3, ERBB2, PFKFB2, ITGB4, SOX4, OXTR, SNX4, EPHB3, ACAT1, SEC62, CDH6, ALDH1A1, P3H3, ECE1, SYBU, COL8A2, MT1G, MT1F, BMP1, MYO1C, SPHK1, S100A11, LMNA, ITGA3, ACACB, TMPRSS5, MID1, DUSP5, CD55, COG5, EIF4E, CSNK1E, SPCS3	200	3214	13681	1.4685578718108276	0.029534723680144537	0.002721712694665257	0.4057374091636867
UNIGENE_EST_QUARTILE	ovary_normal_3rd	75	29.069767441860467	3.8935286983370716E-4	NRP2, ELF3, RUSC1, LDHD, CBX2, AKT1, CD47, RSPO4, CTTN, HEY2, BHLHE41, WWOX, ALS2CL, TOMM34, VASN, EVA1A, RARG, ZSWIM4, NUMBL, IGSF8, ZDHHC16, CST6, KLHL17, TACSTD2, NAB2, DOK7, RYR1, SEMA4C, RIN1, FLII, DCUN1D3, GPAM, IGSF9, EPS8L1, AKAP3, SCN1B, SSH3, ERBB2, CTF1, MRPS10, OXTR, CACNB4, WTIP, ABCA4, EPHB3, SCRIB, CDH6, PLEKHG4, LY6E, COL6A6, BCL2, PAFAH1B3, AGRN, RUNX2, ETV4, MT1G, MT1F, MDFI, C17ORF107, EPPK1, MYO1C, MRC2, RTN4R, S100A11, MXRA8, SOD3, SAMD1, EPHA2, DUSP5, BBC3, PSORS1C1, FBLN7, PON2, PGK1, GRB7	225	4183	18142	1.445692883895131	0.029162890565947786	0.004920617275243511	0.40895752604913627
CGAP_SAGE_QUARTILE	1443:stomach_Adenocarcinoma_3rd	28	10.852713178294573	4.3880663656241197E-4	ELF3, ERBB2, LY6E, ACOT11, AHNAK2, ASPH, AGRN, UGT8, ALS2CL, INF2, PLD2, LAD1, ANXA1, S100A11, ITGA3, ARRDC2, EPHA2, CAMK2N1, CARD10, DVL1, TMPRSS4, COG5, DOK4, BBC3, LIPH, PGK1, ACVR1, DUSP6	211	1050	16356	2.067109004739337	0.14126879341971155	0.025063774679481066	0.5977165866244638
UNIGENE_EST_QUARTILE	esophagus_normal_3rd	53	20.54263565891473	4.712652482052173E-4	ELF3, RUSC1, LGMN, CANX, ACBD5, CD47, ACOT11, ASPH, CEP170B, TOMM34, PLD2, F11R, ACADM, LAD1, CCNC, ARNTL, SCEL, FAM114A2, EVPL, RCC2, ALDH1B1, TMEM184A, RIN1, FLII, IGSF9, WDR46, EPS8L1, ADH5, MRPS10, SNX4, DAZAP2, ACAT1, HRH1, ECE1, LY6E, POU2F3, TGM1, ETNK2, SCO1, ADAL, IMMT, MRC2, SPHK1, ANXA1, ACACB, SOD3, TMPRSS4, PLEKHA4, COG5, EIF4E, ARMC8, ADCY9, GRB7	225	2675	18142	1.597550986500519	0.035190494707198705	0.005104726511901969	0.4948014016579405
CGAP_SAGE_QUARTILE	675:mammary gland_Grade I, ER+, PR+, Her2- invasive ductal carcinoma_3rd	25	9.689922480620156	5.323674679949199E-4	ELF3, TNFRSF12A, DAZAP2, SCRIB, ALDH1A1, ECE1, LY6E, AGRN, F11R, C5ORF30, NUMBL, IGSF8, EIF4E, CST6, TACSTD2, BBC3, NAB2, CDON, SPCS3, LCLAT1, PON2, IDI1, PGK1, EMP2, ACVR1	211	897	16356	2.160440013314524	0.1687134361363698	0.026051881371814467	0.7247306311170099
CGAP_SAGE_QUARTILE	158:mammary gland_breast  carcinoma myoepithelium_3rd	32	12.4031007751938	5.372743493607239E-4	GGCT, TNFRSF12A, WTIP, CDH3, CDH6, CORO2A, RSPO4, NOD1, ECE1, GRIN2C, SCO1, PLD2, EVA1A, BMP1, MYO1C, MRC2, SPHK1, SOD3, DVL1, NUMBL, NUBPL, PLEKHA4, SERTAD4-AS1, CSNK1E, IER5L, SDHD, FBLN7, FLII, DCUN1D3, ARAP1, WDR46, PC	211	1293	16356	1.9184306308485721	0.1701284094415293	0.02304094580011995	0.7313878431386867
GNF_U133A_QUARTILE	globuspallidus_3rd	53	20.54263565891473	5.659093946510177E-4	ELF3, SDC4, AKT1, CD47, CTTN, NOD1, SERPINA1, RARA, RARB, PLD2, F11R, FECH, RARG, ALDH3B1, CARD10, DOK4, TACSTD2, NAB2, SEMA4C, EMP2, CTSH, EPN2, ACVR1, TNFRSF12A, ERBB2, SOX4, SNX4, CDH3, SERPINH1, ALDH1A1, ACSL1, LY6E, AGRN, EHD2, MT1G, MT1F, DTX4, BMP1, MRC2, SPHK1, S100A11, ANXA1, LMNA, ITGA3, MXRA8, MID1, SOD3, CD55, PON2, IDI1, ARAP1, MYH10, DUSP6	200	2304	13681	1.5735525173611111	0.04319285420378016	0.003672691391881755	0.5969882534564985
CGAP_SAGE_QUARTILE	127:pancreas_primary adenocarcinoma_3rd	48	18.6046511627907	6.034135088113367E-4	ELF3, TNFRSF12A, SFXN3, CDH3, DAZAP2, CORO2A, RSPO4, ECE1, LY6E, ACOT11, AHNAK2, SERPINA1, AGRN, ASPH, BHLHE41, SCO1, INF2, PLD2, SEC11C, MYO1C, LAD1, MRC2, SPHK1, TIFA, ITGA3, ACACB, ZSWIM4, CAMK2N1, SAMD1, VASP, NUMBL, TMPRSS4, ZNF664, DVL1, DUSP5, NUBPL, EVPL, DOK4, PRICKLE1, SEMA4C, PON2, FLII, DCUN1D3, CTSH, GRB7, ARAP1, PC, DUSP6	211	2285	16356	1.6283572028581206	0.18896793309863458	0.02300326135536701	0.8210790989914729
CGAP_SAGE_QUARTILE	128:pancreas_carcinoma_3rd	38	14.728682170542637	8.692876223465315E-4	ELF3, PHKB, SSH3, PFKFB2, ABTB2, LGMN, SFXN3, WTIP, ACBD5, RSPO4, ECE1, LY6E, AHNAK2, ASPH, LDAH, INF2, PLD2, MYO1C, S100A11, RTN4R, ITGA3, CAMK2N1, ALDH3B1, SAMD1, EPHA2, DVL1, EVPL, DOK4, BBC3, PON2, FLII, RIN1, PGK1, CTSH, GRB7, SEPT8, ADAM15, DUSP6	211	1693	16356	1.7398879691397249	0.26049481707095035	0.02972660707111363	1.1808734898573148
CGAP_SAGE_QUARTILE	1445:stomach_null_3rd	30	11.627906976744185	0.00100424534830804	PFKFB2, ERBB2, LDHD, ADH5, SFXN3, CBX2, EPHB3, ALDH1A1, AKT1, RSPO4, LY6E, GATAD2A, AHNAK2, SERPINA1, ASPH, INF2, ALDH6A1, MRC2, ANXA1, S100A11, ITGA3, SAMD1, EPHA2, CARD10, ZDHHC16, RCC2, ALDH1B1, PGK1, CTSH, SERP1	211	1225	16356	1.8983654125157172	0.29435868948852606	0.031198262780128605	1.3630419403265481
CGAP_EST_QUARTILE	31447:stomach_neoplasia_3rd	13	5.038759689922481	0.0010392402028172477	DTX4, ASB8, F11R, BBC3, SDHD, CCNC, PPP1CC, PGK1, IDI1, DAZAP2, LDAH, EPS8L1, SERP1	211	330	16604	3.0999856383742643	0.9750065508859641	0.7076237682855024	1.889207319637387
CGAP_SAGE_QUARTILE	584:lung_null_3rd	35	13.565891472868216	0.0012847702205395345	TNFRSF12A, RUSC1, ABTB2, ADH5, RTKN, CDH3, SCRIB, CDH6, RSPO4, ACOT7, PIP5KL1, LY6E, TGM1, GATAD2A, MDFI, PLD2, F11R, EVA1A, MYO1C, LAD1, IMMT, SPHK1, S100A11, ITGA3, SAMD1, VASP, C5ORF30, CARD10, DVL1, CSNK1E, TACSTD2, RIN1, IDI1, PGK1, ADAM15	211	1545	16356	1.7560392030552614	0.35988145751400924	0.03649264554536369	1.740704233345658
CGAP_SAGE_QUARTILE	1:colon_adenocarcinoma_3rd	35	13.565891472868216	0.001496296487615604	GGCT, ADH5, SCRIB, ACSF2, CORO2A, ACOT7, LY6E, GRIN2C, ATIC, ACOT11, ASPH, ETV4, SCO1, TOMM34, RARG, ACADM, EPPK1, MYO1C, MID1, ARRDC2, TATDN3, VASP, EPHA2, DVL1, ZNF664, DUSP5, NUBPL, RCC2, KLHL17, CSNK1E, ALDH1B1, IER5L, SDHD, LCLAT1, DUSP6	211	1559	16356	1.7402697682619492	0.4052438080439965	0.03918127249643688	2.0245890312429404
CGAP_SAGE_QUARTILE	5:colon_adenocarcinoma_3rd	38	14.728682170542637	0.0017837181025259496	TNFRSF12A, LGMN, WTIP, CDH6, PLEKHG4, CORO2A, RSPO4, ACOT7, LY6E, ATIC, ACOT11, PLEKHG5, AGRN, ASPH, LDAH, ETV4, WWOX, MDFI, INF2, PLD2, ACADM, MYO1C, LAD1, SPHK1, S100A11, ZSWIM4, TATDN3, SAMD1, VASP, EPHA2, DVL1, NUBPL, IGSF8, CSNK1E, BBC3, RIN1, AKAP3, ADAM15	211	1762	16356	1.6717538772721647	0.46178805964005465	0.04328544622948538	2.4091132551847583
